site,event,date,white_id,black_id,result,UTCdate,UTCtime,white_elo,black_elo,white_rating_diff,black_rating_diff,varient,time_control,eco,termination,moves,black_title,white_title
"Site ""https://lichess.org/k3bIrzC3""","Event ""Rated Bullet game""",2020.08.13,"White ""Zuhara""","Black ""Lovelishkumar""",Black won,2020.08.13,13:03:51,1500,1487,-182,8,Standard,60+0,"ECO ""C42""","Termination ""Normal""",1. e4 e5 2. Bc4 Nf6 3. Nf3 d5 4. Bb3 dxe4 5. Nxe5 Qd4 6. Nxf7 Ng4 7. f3 Qf2# 0-1,,
"Site ""https://lichess.org/wAwg0kuZ""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""ME_RN""",White won,2020.08.13,13:00:30,1474,1483,13,-5,Standard,60+0,"ECO ""A43""","Termination ""Normal""",1. d4 c5 2. dxc5 Qa5+ 3. Nc3 Qxc5 4. Bd2 Nc6 5. a3 d5 6. e3 d4 7. exd4 Qxd4 8. Nf3 Qd8 9. Bb5 a6 10. Bxc6+ bxc6 11. O-O g6 12. Bh6 Bxh6 13. h3 Qxd1 14. Rfxd1 Nf6 15. Rab1 O-O 16. Re1 Re8 17. Ne4 Nxe4 18. Rxe4 Bf5 19. Rc4 Rac8 20. Ne5 Be6 21. Rxc6 Rxc6 22. Nxc6 Rc8 23. Nxe7+ Kf8 24. Nxc8 Bxc8 25. Re1 Bf5 26. c3 Bd2 27. Re5 Bf4 28. Ra5 Bd3 29. b4 Bb5 30. a4 Bc7 31. axb5 Bxa5 32. bxa5 axb5 33. a6 Ke7 34. a7 Kd6 35. a8=Q Kc5 36. Qb8 Kc4 37. Kh2 Kxc3 38. Qxb5 Kd2 39. Qd7+ Ke2 40. Qxf7 Kd3 41. Qxh7 Kd4 42. Qxg6 Ke5 43. h4 Kd5 44. h5 Kc4 45. h6 Kc3 46. h7 Kb2 47. h8=Q+ Ka2 48. Qb8 Ka3 49. Qa6# 1-0,,
"Site ""https://lichess.org/smsvt3iH""","Event ""Rated Bullet game""",2020.08.13,"White ""invincible1525""","Black ""Lovelishkumar""",Black won,2020.08.13,12:58:16,1427,1463,-5,11,Standard,60+0,"ECO ""A43""","Termination ""Time forfeit""",1. d4 c5 2. Nf3 e6 3. d5 Qa5+ 4. Bd2 Qb6 5. dxe6 Qxb2 6. Bc3 Qb6 7. Ne5 dxe6 8. e3 Bd7 9. Nxd7 Nxd7 10. a4 Ngf6 11. Bb5 a6 12. Bxf6 axb5 13. a5 Rxa5 14. Rxa5 Qxa5+ 15. Nd2 Nxf6 16. O-O Be7 17. Qf3 O-O 18. Qxb7 Nd5 19. e4 Qxd2 20. exd5 Bf6 21. d6 Qxd6 22. h3 Bd4 23. Qxb5 Qe5 24. g4 Rb8 25. Qd3 Qf4 26. Kg2 Be5 27. Re1 Qh2+ 0-1,,
"Site ""https://lichess.org/cxqULImg""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""ukulelehobo""",Black won,2020.08.13,12:55:39,1477,1446,-14,7,Standard,60+0,"ECO ""A00""","Termination ""Time forfeit""",1. e3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qd3 d6 5. c4 Be6 6. Nf3 Be7 7. Nc3 Nf6 8. Bd2 O-O 9. h3 h6 10. Be2 Nh7 11. O-O Qd7 12. Rac1 Bf5 13. e4 Bg6 14. Qe3 Qd8 15. Bd3 Bg5 16. Qe2 Bxd2 17. Qxd2 Ng5 18. Qe2 Nxf3+ 19. Qxf3 Re8 20. Qe2 Qh4 21. e5 Nd4 22. Qc2 Nxc2 23. Rxc2 dxe5 24. Bxg6 fxg6 25. Re1 Qxc4 26. Nd5 Qxd5 27. Rxc7 b6 28. Rcc1 Rac8 29. Rcd1 Qe6 30. Ra1 Qf5 31. b3 e4 32. Rad1 Re7 33. Rf1 Rce8 34. Kh1 Qb5 35. Kg1 e3 36. f3 e2 37. Rfe1 exd1=Q 38. Rxd1 Re1+ 39. Rxe1 Rxe1+ 40. Kh2 Qe2 41. Kg3 Qf1 42. Kf4 Qg1 43. Kg3 Qxg2+ 0-1,,
"Site ""https://lichess.org/dHBegaBw""","Event ""Rated Bullet game""",2020.08.13,"White ""VictorSmirnov""","Black ""Lovelishkumar""",White won,2020.08.13,12:53:19,1503,1490,6,-13,Standard,60+0,"ECO ""A00""","Termination ""Time forfeit""",1. b4 e6 2. Bb2 Bxb4 3. Bxg7 f6 4. Bxh8 Nh6 5. e3 Ke7 6. Bxf6+ Kxf6 7. Nf3 Qg8 8. c3 Ba5 9. Qb3 Nc6 10. d4 b6 11. g3 Bb7 12. Bg2 Ke7 13. O-O Rf8 14. Nbd2 Kd8 15. a4 Kc8 16. c4 Rxf3 17. Nxf3 Bd2 18. c5 Ba5 19. cxb6 Bxb6 20. Rfc1 Na5 21. Qb5 e5 22. Nxe5 Nb3 23. Qxd7+ Kb8 24. Nc6+ Bxc6 25. Qxc6 Nxa1 26. Rxa1 Qb3 27. a5 Ng4 28. h3 Qc3 29. axb6 Qxa1+ 30. Bf1 Nxe3 31. Qxc7+ 1-0,,
"Site ""https://lichess.org/P3LpHtY7""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""Easywin12345""",White won,2020.08.13,12:51:10,1480,1500,10,-185,Standard,60+0,"ECO ""A40""","Termination ""Normal""",1. d4 e6 2. c3 c6 3. e4 f6 4. Nf3 Nh6 5. a3 b5 6. h3 a5 7. Bxh6 gxh6 8. Nbd2 a4 9. Be2 Ra5 10. O-O f5 11. exf5 exf5 12. Ne5 c5 13. Ndf3 cxd4 14. cxd4 d6 15. Qd2 dxe5 16. Nxe5 Bd6 17. Rfd1 Bxe5 18. dxe5 f4 19. Qxd8+ Kf7 20. Qxh8 Kg6 21. Rd6+ Kg5 22. Qxh7 Kh4 23. Qxh6# 1-0,,
"Site ""https://lichess.org/mr3IlmQv""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""ruzgar_vera""",White won,2020.08.13,10:16:57,1466,1457,14,-5,Standard,60+0,"ECO ""D06""","Termination ""Time forfeit""",1. d4 d5 2. c4 Nf6 3. e3 Nc6 4. Nc3 Bf5 5. Nf3 Ne4 6. a3 e6 7. Bd3 h5 8. Nh4 Bh7 9. g3 g6 10. O-O g5 11. Ng2 h4 12. f3 hxg3 13. fxe4 gxh2+ 14. Kh1 dxe4 15. Bxe4 Bxe4 16. Nxe4 g4 17. Rf4 g3 18. Nxg3 Bd6 19. Rf3 Qg5 20. Qe1 O-O-O 21. Ne4 Qh5 22. Nxd6+ Rxd6 23. Qf2 e5 24. d5 Ne7 25. Rxf7 Ng6 26. Rf8+ Rxf8 27. Qxf8+ Rd8 28. Qf7 Qh6 29. Qe6+ Kb8 30. b4 a6 31. Bb2 Rf8 32. Bxe5 Nxe5 33. Qxh6 Nf3 34. Qxf8+ Ka7 35. Qxf3 1-0,,
"Site ""https://lichess.org/zNMny65Q""","Event ""Rated Bullet game""",2020.08.13,"White ""Quaranik""","Black ""Lovelishkumar""",Black won,2020.08.13,10:14:17,1390,1455,-4,11,Standard,60+0,"ECO ""D00""","Termination ""Time forfeit""",1. d4 d5 2. e3 e6 3. Nf3 c5 4. Nbd2 Nc6 5. dxc5 Bxc5 6. Bb5 a6 7. Bxc6+ bxc6 8. O-O Bb7 9. Ne5 Nf6 10. c3 O-O 11. b4 Bd6 12. Nd3 h6 13. a4 Rb8 14. a5 Re8 15. Rb1 Ne4 16. Nc5 Nxc5 17. bxc5 Bxc5 18. Nb3 Bd6 19. Re1 Qc7 20. e4 Bxh2+ 21. Kf1 dxe4 22. Rxe4 Red8 23. Qe2 Bd6 24. Bxh6 gxh6 25. Qg4+ Kf8 26. Rf4 c5 27. Rf6 Be7 28. Rxh6 Ke8 29. Rh8+ Kd7 30. Rd1+ Kc8 31. Rhxd8+ Bxd8 32. Qg8 Bd5 33. Nxc5 Qxc5 34. Rxd5 Qxd5 35. Qxf7 Rb1+ 0-1,,
"Site ""https://lichess.org/vIhsS7jv""","Event ""Rated Bullet game""",2020.08.13,"White ""Lovelishkumar""","Black ""chrismerry""",Black won,2020.08.13,10:13:00,1472,1413,-17,6,Standard,60+0,"ECO ""D02""","Termination ""Normal""",1. Nf3 Nc6 2. d4 d5 3. Nc3 Bf5 4. Nxd5 Qxd5 5. e3 Be4 6. Be2 O-O-O 7. O-O Bxf3 8. Bxf3 Qe6 9. b3 Qg6 10. Bb2 Ne5 11. Be2 Nc6 12. Bd3 Qh6 13. Be4 e6 14. Bxc6 bxc6 15. a4 Bd6 16. Qd3 Qxh2# 0-1,,
"Site ""https://lichess.org/TQ50br3J""","Event ""Rated Blitz game""",2020.08.13,"White ""sudhir1987""","Black ""Lovelishkumar""",Black won,2020.08.13,10:04:51,1608,1634,-5,5,Standard,180+2,"ECO ""B01""","Termination ""Time forfeit""",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. Bc4 e6 5. Qf3 Nf6 6. d3 c5 7. Bf4 Qd8 8. Bb5+ Nbd7 9. Bg5 Be7 10. Nh3 h6 11. Be3 a6 12. Ba4 b5 13. Bb3 Rb8 14. O-O Bb7 15. Qg3 O-O 16. Bxh6 Nh5 17. Qg4 Ndf6 18. Qg5 Re8 19. Nf4 g6 20. Nxh5 Nxh5 21. Qg4 Qc7 22. Ne2 Qc6 23. Nf4 Nxf4 24. Qxf4 Bf6 0-1,,
"Site ""https://lichess.org/sSWJCxJM""","Event ""Rated Blitz game""",2020.08.13,"White ""Lovelishkumar""","Black ""kbvanker""",White won,2020.08.13,09:14:07,1627,1673,7,-6,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d3 Nf6 5. f4 e5 6. Qe2 Nc6 7. Nf3 Bg4 8. h3 Bxf3 9. gxf3 O-O-O 10. fxe5 Nxe5 11. Bf4 Nfd7 12. Kd1 Qf6 13. Nd5 Qf5 14. h4 Bd6 15. Bh3 Qg6 16. Bxe5 Rhe8 17. f4 Bxe5 18. fxe5 Kb8 19. Kd2 Nxe5 20. Qg2 Qh6+ 21. Ne3 Nc6 22. Qg3 Rxe3 23. Qxe3 Nd4 24. Qxh6 gxh6 25. Raf1 f5 26. Bxf5 Nxf5 27. Rxf5 b6 28. Rhf1 Kb7 29. Rf7 Rd6 30. Rxh7 Rg6 31. Rff7 Rg2+ 32. Kc3 Ka6 33. Rxc7 Kb5 34. Rxa7 Rh2 35. Rxh6 Kc5 36. Rb7 b5 37. b4+ Kd5 38. Rxb5# 1-0,,
"Site ""https://lichess.org/QmJfvQVj""","Event ""Rated Blitz game""",2020.08.13,"White ""Eurmarine""","Black ""Lovelishkumar""",White won,2020.08.13,09:03:53,1589,1634,7,-7,Standard,180+2,"ECO ""A06""","Termination ""Normal""",1. e4 d5 2. Nf3 dxe4 3. Ne5 Nf6 4. d4 Nbd7 5. Bf4 e6 6. Nc3 Bd6 7. Bb5 c6 8. Ba4 Nxe5 9. dxe5 Nd5 10. Nxd5 Bxe5 11. Bxe5 exd5 12. Bxg7 Rg8 13. Bh6 Rxg2 14. Qe2 Bg4 15. Qe3 Qh4 16. h3 O-O-O 17. Bg5 Qh5 18. Bxd8 Kxd8 19. Kd2 Bf3 20. Rhg1 Qxh3 21. Rxg2 Qxg2 22. Re1 Kc7 23. c3 f5 24. Bd1 Qg4 25. Bxf3 exf3 26. Qxa7 Qf4+ 27. Qe3 Qg4 28. Qe7+ Kb6 29. Qe3+ Kc7 30. Qe7+ Kb6 31. Qxh7 Qg2 32. Qh4 Ka6 33. Qb4 Qg5+ 34. Kc2 Qg2 35. Qd4 Qg4 36. Qe3 Qa4+ 37. Kb1 Qe4+ 38. Qxe4 fxe4 39. Re3 Kb5 40. Kc2 Kc4 41. b3+ Kb5 42. Re1 b6 43. Rh1 Ka6 44. Rh6 Kb5 45. a4+ Kc5 46. Kb2 b5 47. axb5 Kxb5 48. Kc2 Kc5 49. b4+ Kb5 50. Kb3 Kb6 51. Ka4 Kc7 52. Ka5 Kd7 53. Kb6 Ke7 54. Rxc6 Kf7 55. Kc5 Kg7 56. Kxd5 Kh7 57. Kxe4 Kg7 58. Kxf3 Kh7 59. Kf4 Kg7 60. Kf5 Kh7 61. Kg5 Kg7 62. Rc7+ Kf8 63. Kf6 Ke8 64. Ra7 Kd8 65. Ke6 Kc8 66. Kd6 Kb8 67. Rh7 Kc8 68. b5 Kb8 69. b6 Ka8 70. Kc6 Kb8 71. Rh8# 1-0,,
"Site ""https://lichess.org/3u8PNLNY""","Event ""Rated Blitz game""",2020.08.12,"White ""Lovelishkumar""","Black ""luiscoronadoe""",White won,2020.08.12,13:55:38,1628,1647,6,-6,Standard,180+2,"ECO ""C45""","Termination ""Time forfeit""",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Nxd4 6. Bxd4 Bxd4 7. Qxd4 Qf6 8. Qc3 Qxc3+ 9. Nxc3 d6 10. O-O-O Ne7 11. Bb5+ Bd7 12. Bxd7+ Kxd7 13. e5 Rad8 14. Nb5 1-0,,
"Site ""https://lichess.org/Qr88ovR3""","Event ""Rated Blitz game""",2020.08.12,"White ""vivekshourya""","Black ""Lovelishkumar""",White won,2020.08.12,13:49:36,1667,1633,5,-5,Standard,180+2,"ECO ""D30""","Termination ""Normal""",1. d4 d5 2. c4 e6 3. Bf4 Nf6 4. a3 c5 5. Nf3 dxc4 6. e3 b5 7. Nc3 a6 8. b3 cxd4 9. Nxd4 cxb3 10. Qxb3 Bb7 11. a4 Nd5 12. Nxd5 Bxd5 13. Qb2 bxa4 14. Rxa4 Nc6 15. Nxc6 Bxc6 16. Rxa6 Rxa6 17. Bxa6 Bxg2 18. Bb5+ Ke7 19. Qb4+ Kf6 20. Qb2+ Kf5 21. Bd3+ Qxd3 22. Qe5+ Kg4 23. Qg5+ Kf3 24. Qg3+ Ke4 25. Qxg2+ Kf5 26. Qg5+ Ke4 27. Qe5+ Kf3 28. Qh5+ Ke4 29. f3# 1-0,,
"Site ""https://lichess.org/Az85jzCd""","Event ""Rated Blitz game""",2020.08.12,"White ""Lovelishkumar""","Black ""rdisu""",Black won,2020.08.12,13:40:07,1639,1590,-6,6,Standard,180+2,"ECO ""B12""","Termination ""Time forfeit""",1. e4 c6 2. Nf3 d5 3. e5 Bf5 4. d4 e6 5. Bd3 Bxd3 6. Qxd3 a6 7. O-O Nd7 8. Nc3 c5 9. Be3 cxd4 10. Bxd4 Ne7 11. a3 Nf5 12. b4 b5 13. Ne2 Be7 14. Bb2 Rc8 15. Rac1 O-O 16. h3 Qb6 17. Ned4 Nxd4 18. Bxd4 Qb7 19. Be3 Rc7 20. Rfe1 Rfc8 21. c3 Qb8 22. Bf4 Rc4 23. Qe3 Qc7 24. Bg5 Bf8 25. Nd4 Rxc3 26. Rxc3 Qxc3 27. Qxc3 Rxc3 28. Ra1 Nxe5 29. a4 bxa4 30. Rxa4 Rc4 31. Be3 Rxb4 32. Rxa6 Nc4 33. Bf4 Rb1+ 34. Kh2 Rb2 35. Ra8 Rxf2 0-1,,
"Site ""https://lichess.org/q1RDY5Tc""","Event ""Rated Blitz game""",2020.08.12,"White ""Ali_Razin""","Black ""Lovelishkumar""",Black won,2020.08.12,13:04:03,1609,1634,-5,5,Standard,180+2,"ECO ""B01""","Termination ""Time forfeit""",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. Nf3 e6 5. Be2 Nf6 6. d3 c5 7. a3 Nc6 8. Bg5 Be7 9. Qd2 a6 10. h3 b5 11. O-O Bb7 12. Bf4 Qd7 13. Bh2 O-O 14. Ne4 Nxe4 15. dxe4 Qxd2 16. Nxd2 Rfd8 17. Rad1 Nd4 18. Bg4 Nxc2 19. Nb1 Bxe4 20. Rxd8+ Rxd8 21. Bc7 Rd7 22. Bg3 h6 23. Nc3 Bg6 24. h4 h5 25. Bh3 Nd4 26. Re1 Nf5 27. Bf4 Bxh4 28. g3 Bf6 29. Kg2 Rd3 30. Ne4 Bxb2 31. Nxc5 Rxa3 32. Re2 Bd4 33. Ne4 Ne3+ 34. fxe3 Bxe4+ 35. Kf2 Bc5 36. Bc7 f5 37. Bf1 Rc3 38. Be5 Rc2 39. Rxc2 Bxc2 40. Bc3 b4 41. Bb2 b3 42. Bxa6 Kf7 43. Bc4 Ke7 44. Kf3 Kd6 45. Bxg7 Be4+ 46. Ke2 Bd5 47. Bd3 Ba3 48. Bb1 b2 49. Bf8+ Kc6 50. Bxa3 Be4 51. Bxe4+ fxe4 52. Bxb2 Kd5 53. Kf2 Kd6 54. Bd4 Ke7 55. Kg2 Kf7 56. Kh3 Kg6 57. Kh4 Kh6 58. Be5 Kg6 59. Bf4 e5 60. Bxe5 Kf5 61. Bf4 Kg6 62. Bd6 Kh6 63. Kh3 Kg5 64. Kg2 Kg4 65. Kf2 Kf5 66. Ke2 Kg4 67. Kd2 Kf5 68. Kc3 Ke6 0-1,,
"Site ""https://lichess.org/kTp48IBd""","Event ""Rated Blitz game""",2020.08.12,"White ""kumaragurubaran""","Black ""Lovelishkumar""",White won,2020.08.12,12:54:53,1640,1639,7,-5,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. Bc4 e6 5. Nf3 Nf6 6. d3 c5 7. Bg5 Be7 8. Bb5+ Nc6 9. Bxf6 Bxf6 10. Ne4 Qe7 11. Nxf6+ Qxf6 12. c3 a6 13. Bxc6+ bxc6 14. O-O O-O 15. Re1 Rd8 16. Qc2 Qf5 17. Rad1 Bb7 18. Nh4 Qh5 19. Nf3 Qf5 20. Qe2 h6 21. Qe5 Qxe5 22. Rxe5 c4 23. d4 c5 24. Rxc5 Rac8 25. Rxc8 Bxc8 26. Ne5 f6 27. Nxc4 e5 28. Ne3 exd4 29. Rxd4 Rxd4 30. cxd4 Be6 31. a3 Kf7 32. Kf1 Ke7 33. Ke2 Kd6 34. Kd2 Kc6 35. Kc3 Kb5 36. b3 a5 37. g3 h5 38. Ng2 g5 39. f4 Bd5 40. Ne3 Be6 41. fxg5 fxg5 42. d5 Bf7 43. Kd4 a4 44. b4 Kb6 45. Nc4+ Kc7 46. Nb2 Be8 47. Kc5 Kd7 48. Nc4 Kc7 49. d6+ Kd7 50. Nb6+ Ke6 51. d7 Bxd7 52. Nxd7 Kxd7 53. b5 Kc7 54. b6+ Kb7 55. Kb5 g4 56. Kc5 Kb8 57. Kb5 Kb7 58. Ka5 Kb8 59. Kxa4 Kb7 60. Kb5 Kb8 61. a4 Kb7 62. a5 Kb8 63. a6 h4 64. gxh4 g3 65. hxg3 1-0,,
"Site ""https://lichess.org/C1YgJwMS""","Event ""Rated Blitz game""",2020.08.12,"White ""Lovelishkumar""","Black ""StenHellman""",Black won,2020.08.12,12:47:56,1645,1684,-6,6,Standard,180+2,"ECO ""B90""","Termination ""Normal""",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bd3 e6 7. O-O Be7 8. Bd2 Qc7 9. h3 O-O 10. Re1 Nbd7 11. Nf3 b5 12. Bf4 e5 13. Be3 Bb7 14. Be2 Nc5 15. Nd5 Nxd5 16. exd5 Nd7 17. b3 Rac8 18. c4 bxc4 19. bxc4 Nc5 20. Rb1 Rb8 21. Rb2 Bc8 22. Qc2 Rxb2 23. Qxb2 Bf5 24. Qa3 Rb8 25. Bxc5 Qxc5 26. Qxa6 Rb2 27. Bf1 Qxf2+ 28. Kh1 e4 29. Qa8+ Bf8 30. Nd4 Qxe1 31. Nxf5 Qxf1+ 32. Kh2 Qxg2# 0-1,,
"Site ""https://lichess.org/MFzlGY2R""","Event ""Rated Blitz game""",2020.08.12,"White ""Lovelishkumar""","Black ""Hekkenfelt""",Black won,2020.08.12,12:38:54,1650,1650,-5,5,Standard,180+2,"ECO ""C45""","Termination ""Normal""",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Ne5 5. Nc3 d6 6. h3 Nf6 7. f4 Ng6 8. Nf3 Be7 9. Bd2 O-O 10. Bc4 a6 11. Qe2 b5 12. Bb3 Bb7 13. O-O c5 14. a3 c4 15. Ba2 Nd7 16. Rad1 Qc7 17. Be3 Rad8 18. f5 Nge5 19. Kh1 Bf6 20. Bf4 Nxf3 21. Qxf3 Be5 22. Nd5 Bxd5 23. Bxe5 Nxe5 24. Qf4 Bb7 25. Rf3 f6 26. Rg3 d5 27. exd5 Bxd5 28. Re1 Bb7 29. Qh6 Rd7 30. Ree3 Kh8 31. Qh4 Rfd8 32. Kh2 Nf7 33. Qg4 Ng5 34. h4 Ne4 35. Rxe4 Bxe4 36. Qxe4 Rd4 37. Qf3 Rxh4+ 38. Kg1 Qd6 39. Rh3 Qd1+ 40. Qxd1 Rxd1+ 41. Kf2 Rxh3 42. gxh3 Rd2+ 43. Kg3 Rxc2 44. Bb1 Rxb2 45. Be4 Rb3+ 46. Kf4 Rxa3 47. Bb7 a5 48. Bc6 b4 49. Bd5 c3 50. Ke3 c2+ 51. Kd2 b3 52. Kc1 Ra1+ 53. Kd2 c1=Q+ 0-1,,
"Site ""https://lichess.org/oNq8M6ue""","Event ""Rated Blitz game""",2020.08.12,"White ""Lovelishkumar""","Black ""eneszeqiri""",Black won,2020.08.12,12:33:51,1656,1653,-6,6,Standard,180+2,"ECO ""C43""","Termination ""Normal""",1. e4 e5 2. Nf3 Nf6 3. d4 exd4 4. Qxd4 Nc6 5. Qe3 b6 6. Bd3 Bc5 7. Qe2 O-O 8. O-O Re8 9. h3 Bb7 10. Nc3 Nd4 11. Nxd4 Bxd4 12. Nb5 Be5 13. f3 a6 14. Nc3 d5 15. Re1 dxe4 16. Nxe4 Nxe4 17. fxe4 Bg3 18. Rf1 Qd4+ 19. Kh1 Bxe4 20. c3 Qxd3 21. Qg4 Qxf1# 0-1,,
"Site ""https://lichess.org/MwCRlxfU""","Event ""Rated Blitz game""",2020.08.12,"White ""saranrockzz""","Black ""Lovelishkumar""",Black won,2020.08.12,06:38:55,1644,1650,-5,6,Standard,180+2,"ECO ""D00""","Termination ""Time forfeit""",1. d4 d5 2. Bf4 e6 3. e3 c5 4. Nf3 Nc6 5. c4 dxc4 6. Bxc4 cxd4 7. Nxd4 Bb4+ 8. Nc3 Qa5 9. Qc2 Nxd4 10. exd4 Nf6 11. a3 Ne4 12. Rc1 Nxc3 13. axb4 Qxb4 14. Qxc3 Qxc3+ 15. bxc3 O-O 16. O-O a6 17. Rb1 b5 18. Bd3 Bb7 19. Rfe1 Rac8 20. Rbc1 h6 21. h4 Rfd8 22. c4 Rxd4 23. cxb5 Rxd3 24. bxa6 Bxa6 25. Rxc8+ Bxc8 26. Rc1 Bb7 27. Rc7 Bd5 28. Be3 Rb3 29. g4 Rb4 30. g5 Rxh4 31. gxh6 Rxh6 32. Kf1 Rh1+ 33. Ke2 f5 34. Bd4 Rg1 35. f3 Rg2+ 36. Ke3 Kh7 37. Kf4 Kh6 38. Be3 g5+ 39. Ke5 f4 40. Bc5 Rg3 41. Kf6 Rxf3 42. Rc8 Kh5 43. Rh8+ Kg4 44. Be7 Rh3 45. Rg8 Rh5 46. Ke5 f3 47. Kd4 f2 48. Rf8 Kg3 49. Bd6+ Kg2 0-1,,
"Site ""https://lichess.org/XrxHzz7L""","Event ""Rated Blitz game""",2020.08.12,"White ""AndreyZhut90""","Black ""Lovelishkumar""",White won,2020.08.12,06:31:20,1542,1658,7,-8,Standard,180+2,"ECO ""D53""","Termination ""Normal""",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 h6 6. Bh4 Nc6 7. cxd5 Nxd5 8. Bxe7 Ndxe7 9. Nf3 a6 10. a3 b5 11. Rc1 Bb7 12. Be2 O-O 13. O-O Nd5 14. Nxd5 Qxd5 15. Qc2 Qd7 16. Rfd1 Rac8 17. Bd3 Na5 18. Ne5 Qd6 19. Qe2 f6 20. Ng6 Rfd8 21. Qg4 Re8 22. Nf4 e5 23. dxe5 Qxe5 24. Qg6 Qg5 25. Qh7+ Kf7 26. Bg6+ Ke7 27. Qxg7# 1-0,,
"Site ""https://lichess.org/QxyWyCCx""","Event ""Rated Blitz game""",2020.08.12,"White ""Lord_Beliash""","Black ""Lovelishkumar""",Black won,2020.08.12,05:29:59,1682,1651,-6,7,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 e6 5. Nf3 Nf6 6. Bd3 c5 7. Bb5+ Nc6 8. O-O a6 9. Ba4 b5 10. dxc5 Qxd1 11. Rxd1 bxa4 12. Nxa4 Bb7 13. Nb6 Rd8 14. Rxd8+ Nxd8 15. Be3 Be7 16. Rd1 O-O 17. Rd7 Nxd7 18. Nxd7 Re8 19. Nfe5 Nc6 0-1,,
"Site ""https://lichess.org/H2XdHeJa""","Event ""Rated Blitz game""",2020.08.11,"White ""Lovelishkumar""","Black ""Maessto""",White won,2020.08.11,15:21:49,1645,1714,6,-7,Standard,180+2,"ECO ""D30""","Termination ""Time forfeit""",1. d4 d5 2. c4 e6 3. e3 Nf6 4. Nc3 b6 5. Nf3 Bb7 6. Be2 Nbd7 7. O-O c5 8. a3 dxc4 9. Bxc4 Nd5 10. Nxd5 exd5 11. Ba2 Nf6 12. Ne5 a6 13. Qa4+ b5 14. Qc2 Ne4 15. f3 Nf6 16. Rd1 Bd6 17. e4 cxd4 18. Rxd4 Bxe5 19. Rd1 Rc8 20. Qd2 dxe4 21. Qe2 Qb6+ 22. Be3 Qc7 23. fxe4 Bxe4 24. Rac1 Bxh2+ 25. Kh1 Qb7 26. Kxh2 1-0,,
"Site ""https://lichess.org/Bkh3js63""","Event ""Rated Blitz game""",2020.08.11,"White ""Lovelishkumar""","Black ""noprotein""",White won,2020.08.11,15:15:33,1641,1518,4,-4,Standard,180+2,"ECO ""A40""","Termination ""Normal""",1. d4 e5 2. dxe5 f6 3. f4 fxe5 4. fxe5 Qh4+ 5. g3 Qe4 6. Nf3 d5 7. Nc3 Qf5 8. Nxd5 Na6 9. e3 c6 10. Bxa6 cxd5 11. Bb5+ Bd7 12. Qxd5 Ne7 13. Bxd7+ Qxd7 14. Qxd7+ Kxd7 15. Bd2 Nd5 16. O-O-O Bc5 17. a3 Ke7 18. Bb4 Bxb4 19. Rxd5 Ba5 20. Rxa5 1-0,,
"Site ""https://lichess.org/jsVgUdwn""","Event ""Rated Blitz game""",2020.08.11,"White ""Max2323ham""","Black ""Lovelishkumar""",White won,2020.08.11,15:14:24,1641,1646,6,-5,Standard,180+2,"ECO ""D37""","Termination ""Normal""",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 Nc6 5. Bg5 Be7 6. e3 h6 7. Bxf6 Bxf6 8. Bd3 dxc4 9. Bxc4 O-O 10. Qd3 a6 11. O-O-O b5 12. Bb3 Na5 13. Bc2 Bb7 14. Qh7# 1-0,,
